mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.88,"Island of Hawaii, Hawaii",1669673014540,1669673204590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242907,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242907&format=geojson,,,,,automatic,0,54,hv,73242907,",hv73242907,",",hv,",",origin,phase-data,",21.0,,0.230000004,81.0,md,earthquake,"M 1.9 - Island of Hawaii, Hawaii"
2.13000011,"31 km NNW of P?hala, Hawaii",1669672891370,1669673093620,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242902,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242902&format=geojson,,,,,automatic,0,70,hv,73242902,",hv73242902,",",hv,",",origin,phase-data,",27.0,,0.270000011,120.0,md,earthquake,"M 2.1 - 31 km NNW of P?hala, Hawaii"
2.24,"33 km WNW of Volcano, Hawaii",1669672655420,1669676206040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242897,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242897&format=geojson,,,,,reviewed,0,77,hv,73242897,",us7000it3x,hv73242897,",",us,hv,",",origin,phase-data,",17.0,,0.11,87.0,md,earthquake,"M 2.2 - 33 km WNW of Volcano, Hawaii"
2.31,"32 km E of Honaunau-Napoopoo, Hawaii",1669671973650,1669677874040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242882&format=geojson,,,,,reviewed,0,82,hv,73242882,",us7000it3k,hv73242882,",",us,hv,",",origin,phase-data,",26.0,,0.19,61.0,md,earthquake,"M 2.3 - 32 km E of Honaunau-Napoopoo, Hawaii"
1.92999995,"29 km E of Honaunau-Napoopoo, Hawaii",1669671442140,1669671635330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242857&format=geojson,,,,,automatic,0,57,hv,73242857,",hv73242857,",",hv,",",origin,phase-data,",18.0,,0.319999993,89.0,md,earthquake,"M 1.9 - 29 km E of Honaunau-Napoopoo, Hawaii"
2.23,"14km SW of Searles Valley, CA",1669671136960,1669729729374,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382064&format=geojson,,,,,reviewed,0,77,ci,40382064,",ci40382064,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1583,0.13,62.0,ml,earthquake,"M 2.2 - 14km SW of Searles Valley, CA"
2.4,"83 km ENE of Ouzinkie, Alaska",1669670800535,1669670973040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022f9f2zed,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022f9f2zed&format=geojson,,,,,automatic,0,89,ak,022f9f2zed,",ak022f9f2zed,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 2.4 - 83 km ENE of Ouzinkie, Alaska"
2.89,"33 km WNW of Volcano, Hawaii",1669669831320,1669677419040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242802&format=geojson,,,,,reviewed,0,128,hv,73242802,",us7000it3b,hv73242802,",",us,hv,",",origin,phase-data,",18.0,,0.14,68.0,md,earthquake,"M 2.9 - 33 km WNW of Volcano, Hawaii"
1.85000002,"0 km WSW of P?hala, Hawaii",1669669447880,1669669639460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242797&format=geojson,,,,,automatic,0,53,hv,73242797,",hv73242797,",",hv,",",origin,phase-data,",24.0,,0.100000001,139.0,md,earthquake,"M 1.9 - 0 km WSW of P?hala, Hawaii"
2.28,"32 km NNW of P?hala, Hawaii",1669669208910,1669669541250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242792&format=geojson,,,,,automatic,0,80,hv,73242792,",hv73242792,",",hv,",",origin,phase-data,",19.0,,0.230000004,96.0,ml,earthquake,"M 2.3 - 32 km NNW of P?hala, Hawaii"
2.3499999,"22 km W of Volcano, Hawaii",1669669165640,1669669351420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242787,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242787&format=geojson,,,,,automatic,0,85,hv,73242787,",hv73242787,",",hv,",",origin,phase-data,",21.0,,0.370000005,80.0,md,earthquake,"M 2.3 - 22 km W of Volcano, Hawaii"
2.4,"36 km WSW of Mentone, Texas",1669669138149,1669749470226,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xijb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xijb&format=geojson,,,,,reviewed,0,89,tx,2022xijb,",tx2022xijb,",",tx,",",origin,phase-data,",28.0,0.0461597093,0.1,57.0,ml,earthquake,"M 2.4 - 36 km WSW of Mentone, Texas"
2.3,"35 km WSW of Mentone, Texas",1669669038124,1669676709903,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xiiz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xiiz&format=geojson,,,,,reviewed,0,81,tx,2022xiiz,",tx2022xiiz,",",tx,",",origin,phase-data,",22.0,0.01023198362,0.1,50.0,ml,earthquake,"M 2.3 - 35 km WSW of Mentone, Texas"
2.8,"90 km NW of Aleneva, Alaska",1669668575095,1669741714040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000it35,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000it35&format=geojson,,,,,reviewed,0,121,us,7000it35,",us7000it35,",",us,",",origin,phase-data,",33.0,0.337,0.49,72.0,ml,earthquake,"M 2.8 - 90 km NW of Aleneva, Alaska"
1.18,"2km SE of Home Gardens, CA",1669668213310,1669759546290,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382048&format=geojson,,,,,reviewed,0,21,ci,40382048,",ci40382048,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.06535,0.21,54.0,ml,quarry blast,"M 1.2 Quarry Blast - 2km SE of Home Gardens, CA"
2.88,"31 km E of Honaunau-Napoopoo, Hawaii",1669668090360,1669744192040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242737&format=geojson,,,,,reviewed,0,128,hv,73242737,",us7000it34,hv73242737,",",us,hv,",",origin,phase-data,",25.0,,0.29,61.0,ml,earthquake,"M 2.9 - 31 km E of Honaunau-Napoopoo, Hawaii"
1.27,"10km NE of San Martin, CA",1669667837770,1669757893376,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812461&format=geojson,,,,,reviewed,0,25,nc,73812461,",nc73812461,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.06954,0.11,44.0,md,earthquake,"M 1.3 - 10km NE of San Martin, CA"
2.34,"33 km WNW of Volcano, Hawaii",1669667728360,1669669314150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242722&format=geojson,,,,,reviewed,0,84,hv,73242722,",hv73242722,",",hv,",",origin,phase-data,",13.0,,0.13,103.0,ml,earthquake,"M 2.3 - 33 km WNW of Volcano, Hawaii"
2.54,"28 km W of Volcano, Hawaii",1669667435580,1669744394040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242707,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242707&format=geojson,,,,,reviewed,0,99,hv,73242707,",us7000it31,hv73242707,",",us,hv,",",origin,phase-data,",20.0,,0.12,85.0,ml,earthquake,"M 2.5 - 28 km W of Volcano, Hawaii"
1.90999997,"29 km W of Volcano, Hawaii",1669667109260,1669667298270,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242687&format=geojson,,,,,automatic,0,56,hv,73242687,",hv73242687,",",hv,",",origin,phase-data,",15.0,,0.140000001,60.0,md,earthquake,"M 1.9 - 29 km W of Volcano, Hawaii"
1.81,,1669667020780,1669683709610,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61896476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61896476&format=geojson,,,,,reviewed,0,50,uw,61896476,",uw61896476,",",uw,",",origin,phase-data,",21.0,0.09637,0.59,82.0,ml,explosion,M 1.8 Explosion - 
0.99,"4km NW of The Geysers, CA",1669667010820,1669667711423,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812456&format=geojson,,,,,automatic,0,15,nc,73812456,",nc73812456,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.004238,0.01,56.0,md,earthquake,"M 1.0 - 4km NW of The Geysers, CA"
1.38,"4km SE of Home Gardens, CA",1669667001050,1669759302903,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382040&format=geojson,,,,,reviewed,0,29,ci,40382040,",ci40382040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.04987,0.2,50.0,ml,quarry blast,"M 1.4 Quarry Blast - 4km SE of Home Gardens, CA"
2.47,,1669666411920,1669744627040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242667,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242667&format=geojson,,,,,reviewed,0,94,hv,73242667,",us7000it32,hv73242667,",",us,hv,",",origin,phase-data,",11.0,,0.11,101.0,ml,earthquake,M 2.5 - 
2.9,"Kodiak Island region, Alaska",1669666226493,1669744907040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022f9ee395,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022f9ee395&format=geojson,,,,,automatic,0,129,ak,022f9ee395,",us7000it2x,ak022f9ee395,",",us,ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 2.9 - Kodiak Island region, Alaska"
2.0,"66 km N of Petersville, Alaska",1669665819377,1669665946872,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022f9ecm8h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022f9ecm8h&format=geojson,,,,,automatic,0,62,ak,022f9ecm8h,",ak022f9ecm8h,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 2.0 - 66 km N of Petersville, Alaska"
0.36,"8km WNW of Cobb, CA",1669665600550,1669666330289,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812451&format=geojson,,,,,automatic,0,2,nc,73812451,",nc73812451,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01379,0.0,114.0,md,earthquake,"M 0.4 - 8km WNW of Cobb, CA"
2.68,"27 km W of Volcano, Hawaii",1669665452540,1669667086640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242627,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242627&format=geojson,,,,,reviewed,0,110,hv,73242627,",hv73242627,",",hv,",",origin,phase-data,",17.0,,0.13,110.0,md,earthquake,"M 2.7 - 27 km W of Volcano, Hawaii"
0.28,"16km NW of Parkfield, CA",1669665395530,1669755915187,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812446&format=geojson,,,,,reviewed,0,1,nc,73812446,",nc73812446,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.02207,0.08,92.0,md,earthquake,"M 0.3 - 16km NW of Parkfield, CA"
1.14,"6km S of Mojave, CA",1669665023250,1669840723461,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382032&format=geojson,,,,,reviewed,0,20,ci,40382032,",ci40382032,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1292,0.21,61.0,ml,quarry blast,"M 1.1 Quarry Blast - 6km S of Mojave, CA"
2.63,"27 km WNW of Volcano, Hawaii",1669664913840,1669745076040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242607&format=geojson,,,,,reviewed,0,106,hv,73242607,",us7000it2u,hv73242607,",",us,hv,",",origin,phase-data,",24.0,,0.1,99.0,ml,earthquake,"M 2.6 - 27 km WNW of Volcano, Hawaii"
1.04,"3km SE of Lake Henshaw, CA",1669664833690,1669665996930,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382024&format=geojson,,,,,reviewed,0,17,ci,40382024,",ci40382024,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.02111,0.16,42.0,ml,earthquake,"M 1.0 - 3km SE of Lake Henshaw, CA"
0.81,"6km E of Mammoth Lakes, CA",1669664536190,1669670591707,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812441&format=geojson,,,,,reviewed,0,10,nc,73812441,",nc73812441,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.02364,0.05,148.0,md,earthquake,"M 0.8 - 6km E of Mammoth Lakes, CA"
0.52,"3km NNW of The Geysers, CA",1669664256130,1669671491803,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812436&format=geojson,,,,,reviewed,0,4,nc,73812436,",nc73812436,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.008825,0.02,86.0,md,earthquake,"M 0.5 - 3km NNW of The Geysers, CA"
2.8,"33 km WNW of Volcano, Hawaii",1669663974900,1669745519040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242567&format=geojson,,,,,reviewed,0,121,hv,73242567,",us7000it2s,hv73242567,",",us,hv,",",origin,phase-data,",13.0,,0.12,105.0,ml,earthquake,"M 2.8 - 33 km WNW of Volcano, Hawaii"
2.89,"33 km WNW of Volcano, Hawaii",1669663766690,1669745657040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242562,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242562&format=geojson,,,,,reviewed,0,128,hv,73242562,",us7000it2r,hv73242562,",",us,hv,",",origin,phase-data,",18.0,,0.13,90.0,ml,earthquake,"M 2.9 - 33 km WNW of Volcano, Hawaii"
2.0999999,"29 km W of Volcano, Hawaii",1669663647450,1669663988840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242557,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242557&format=geojson,,,,,automatic,0,68,hv,73242557,",hv73242557,",",hv,",",origin,phase-data,",15.0,,0.330000013,105.0,md,earthquake,"M 2.1 - 29 km W of Volcano, Hawaii"
2.15,"26 km WNW of Volcano, Hawaii",1669663314910,1669664256630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242537&format=geojson,,,,,reviewed,0,71,hv,73242537,",hv73242537,",",hv,",",origin,phase-data,",13.0,,0.13,118.0,ml,earthquake,"M 2.2 - 26 km WNW of Volcano, Hawaii"
1.49,"3km SSE of Lake Henshaw, CA",1669663311220,1669758972361,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382016&format=geojson,,,,,reviewed,0,34,ci,40382016,",ci40382016,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.01932,0.19,24.0,ml,earthquake,"M 1.5 - 3km SSE of Lake Henshaw, CA"
2.58,"31 km E of Honaunau-Napoopoo, Hawaii",1669662926660,1669746202040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242522,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242522&format=geojson,,,,,automatic,0,102,hv,73242522,",us7000it2k,hv73242522,",",us,hv,",",origin,phase-data,",29.0,,0.25,57.0,ml,earthquake,"M 2.6 - 31 km E of Honaunau-Napoopoo, Hawaii"
1.7,"2km ENE of Aromas, CA",1669662855720,1669790836448,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73812426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73812426&format=geojson,,,,,reviewed,0,44,nc,73812426,",nc73812426,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02485,0.1,74.0,md,quarry blast,"M 1.7 Quarry Blast - 2km ENE of Aromas, CA"
1.4,"29 km ESE of Minto, Alaska",1669662709612,1669662779292,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022f9dsx5d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022f9dsx5d&format=geojson,,,,,automatic,0,30,ak,022f9dsx5d,",ak022f9dsx5d,",",ak,",",origin,phase-data,",,,0.12,,ml,earthquake,"M 1.4 - 29 km ESE of Minto, Alaska"
2.92,"32 km E of Honaunau-Napoopoo, Hawaii",1669662646580,1669746364040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242507&format=geojson,,,,,reviewed,0,131,hv,73242507,",us7000it2i,hv73242507,",",us,hv,",",origin,phase-data,",8.0,,0.12,108.0,ml,earthquake,"M 2.9 - 32 km E of Honaunau-Napoopoo, Hawaii"
2.54,"Island of Hawaii, Hawaii",1669662612760,1669746565040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242502,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242502&format=geojson,,,,,automatic,0,99,hv,73242502,",us7000it2j,hv73242502,",",us,hv,",",origin,phase-data,",11.0,,0.109999999,227.0,ml,earthquake,"M 2.5 - Island of Hawaii, Hawaii"
2.61,"25 km W of Volcano, Hawaii",1669662189350,1669746714040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242487&format=geojson,,,,,automatic,0,105,hv,73242487,",us7000it2g,hv73242487,",",us,hv,",",origin,phase-data,",23.0,,0.280000001,108.0,ml,earthquake,"M 2.6 - 25 km W of Volcano, Hawaii"
2.26999998,"29 km W of Volcano, Hawaii",1669662098750,1669662293770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242482&format=geojson,,,,,automatic,0,79,hv,73242482,",hv73242482,",",hv,",",origin,phase-data,",26.0,,0.360000014,58.0,md,earthquake,"M 2.3 - 29 km W of Volcano, Hawaii"
3.5,"42 km NW of Toyah, Texas",1669661963630,1669882597989,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022xifc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022xifc&format=geojson,0.0,1.0,4.031,,reviewed,0,188,tx,2022xifc,",tx2022xifc,us7000it2d,",",tx,us,",",dyfi,origin,phase-data,shakemap,",28.0,0.06394206948,0.2,94.0,ml,earthquake,"M 3.5 - 42 km NW of Toyah, Texas"
2.89,"28 km W of Volcano, Hawaii",1669661871100,1669752691040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242472&format=geojson,,,,,reviewed,0,128,hv,73242472,",us7000it2c,hv73242472,",",us,hv,",",origin,phase-data,",14.0,,0.1,102.0,ml,earthquake,"M 2.9 - 28 km W of Volcano, Hawaii"
1.52,"1 km W of Lynn, Arkansas",1669661829170,1669744518100,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60500128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60500128&format=geojson,,,,,reviewed,0,36,nm,60500128,",nm60500128,",",nm,",",origin,phase-data,",5.0,0.1122,0.07,157.0,md,earthquake,"M 1.5 - 1 km W of Lynn, Arkansas"
2.28,"32 km E of Honaunau-Napoopoo, Hawaii",1669661574290,1669662515300,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242452&format=geojson,,,,,reviewed,0,80,hv,73242452,",hv73242452,",",hv,",",origin,phase-data,",12.0,,0.14,80.0,md,earthquake,"M 2.3 - 32 km E of Honaunau-Napoopoo, Hawaii"
2.42,"15 km S of Esperanza, Puerto Rico",1669661544800,1669662747280,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71384403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71384403&format=geojson,,,,,reviewed,0,90,pr,71384403,",pr71384403,",",pr,",",origin,phase-data,",7.0,0.1716,0.05,234.0,md,earthquake,"M 2.4 - 15 km S of Esperanza, Puerto Rico"
1.99,"32 km E of Honaunau-Napoopoo, Hawaii",1669661403000,1669661734470,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242447&format=geojson,,,,,automatic,0,61,hv,73242447,",hv73242447,",",hv,",",origin,phase-data,",25.0,,0.25999999,56.0,ml,earthquake,"M 2.0 - 32 km E of Honaunau-Napoopoo, Hawaii"
2.48,"29 km E of Honaunau-Napoopoo, Hawaii",1669660727140,1669661970015,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242422&format=geojson,1.0,2.0,,,reviewed,0,95,hv,73242422,",hv73242422,",",hv,",",dyfi,origin,phase-data,",11.0,,0.14,112.0,md,earthquake,"M 2.5 - 29 km E of Honaunau-Napoopoo, Hawaii"
1.03,"11km WSW of Niland, CA",1669660715650,1669758558129,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382008&format=geojson,,,,,reviewed,0,16,ci,40382008,",ci40382008,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.005872,0.15,131.0,ml,earthquake,"M 1.0 - 11km WSW of Niland, CA"
1.76,"10km SW of Niland, CA",1669660363850,1669733980109,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40382000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40382000&format=geojson,,,,,reviewed,0,48,ci,40382000,",ci40382000,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.009428,0.23,86.0,ml,earthquake,"M 1.8 - 10km SW of Niland, CA"
2.84,"31 km E of Honaunau-Napoopoo, Hawaii",1669659986440,1669661123163,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73242397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73242397&format=geojson,1.0,2.0,,,reviewed,0,124,hv,73242397,",hv73242397,",",hv,",",dyfi,origin,phase-data,",11.0,,0.12,94.0,md,earthquake,"M 2.8 - 31 km E of Honaunau-Napoopoo, Hawaii"
